OTU_ID,Domain,Phylum,Class,Order,Family,Genus,Species,taxonomy
OTU10195,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
OTU10199,Fungi,Ascomycota,Sordariomycetes,Diaporthales,uncl_Diaporthales,uncl_Diaporthales,uncl_Diaporthales,Fungi;Ascomycota;Sordariomycetes;Diaporthales;uncl_Diaporthales;uncl_Diaporthales;uncl_Diaporthales
OTU102,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU1020,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales,Fungi;Ascomycota;Sordariomycetes;Sordariales;uncl_Sordariales;uncl_Sordariales;uncl_Sordariales
OTU10200,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,uncl_Rhizophydiales,uncl_Rhizophydiales,uncl_Rhizophydiales,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;uncl_Rhizophydiales;uncl_Rhizophydiales;uncl_Rhizophydiales
OTU10204,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,uncl_Hyaloscyphaceae,uncl_Hyaloscyphaceae,Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;uncl_Hyaloscyphaceae;uncl_Hyaloscyphaceae
OTU10205,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU1021,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU10211,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU10212,Fungi,Ascomycota,Leotiomycetes,Helotiales,uncl_Helotiales,uncl_Helotiales,uncl_Helotiales,Fungi;Ascomycota;Leotiomycetes;Helotiales;uncl_Helotiales;uncl_Helotiales;uncl_Helotiales
OTU10213,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU10214,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU10215,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
OTU10217,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU10225,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Powellomyces,uncl_Powellomyces,Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;Powellomycetaceae;Powellomyces;uncl_Powellomyces
OTU10226,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales,Fungi;Ascomycota;Sordariomycetes;Sordariales;uncl_Sordariales;uncl_Sordariales;uncl_Sordariales
OTU1023,Fungi,Ascomycota,Sordariomycetes,Hypocreales,uncl_Hypocreales,uncl_Hypocreales,uncl_Hypocreales,Fungi;Ascomycota;Sordariomycetes;Hypocreales;uncl_Hypocreales;uncl_Hypocreales;uncl_Hypocreales
OTU10231,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales,Fungi;Ascomycota;Sordariomycetes;Sordariales;uncl_Sordariales;uncl_Sordariales;uncl_Sordariales
OTU10236,Fungi,Ascomycota,Sordariomycetes,Xylariales,uncl_Xylariales,uncl_Xylariales,uncl_Xylariales,Fungi;Ascomycota;Sordariomycetes;Xylariales;uncl_Xylariales;uncl_Xylariales;uncl_Xylariales
OTU10237,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,uncl_Claroideoglomus,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;uncl_Claroideoglomus
OTU1024,Fungi,Ascomycota,Leotiomycetes,Helotiales,uncl_Helotiales,uncl_Helotiales,uncl_Helotiales,Fungi;Ascomycota;Leotiomycetes;Helotiales;uncl_Helotiales;uncl_Helotiales;uncl_Helotiales
OTU10240,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,uncl_Clitopilus,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Clitopilus;uncl_Clitopilus
OTU10242,Fungi,Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,Fungi;Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota
OTU10243,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,Dominikia_iranica,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Dominikia;Dominikia_iranica
OTU10246,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU10247,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,uncl_Hygrocybe,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrocybe;uncl_Hygrocybe
OTU10248,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,uncl_Glomeraceae,uncl_Glomeraceae,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;uncl_Glomeraceae;uncl_Glomeraceae
OTU10250,Fungi,Ascomycota,Leotiomycetes,Helotiales,uncl_Helotiales,uncl_Helotiales,uncl_Helotiales,Fungi;Ascomycota;Leotiomycetes;Helotiales;uncl_Helotiales;uncl_Helotiales;uncl_Helotiales
OTU10256,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU10257,Fungi,Ascomycota,Leotiomycetes,Helotiales,uncl_Helotiales,uncl_Helotiales,uncl_Helotiales,Fungi;Ascomycota;Leotiomycetes;Helotiales;uncl_Helotiales;uncl_Helotiales;uncl_Helotiales
OTU10259,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon_jirovecii,Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Cutaneotrichosporon;Cutaneotrichosporon_jirovecii
OTU10261,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_prolifer,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus_prolifer
OTU10268,Fungi,Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,Fungi;Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota
OTU1027,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
OTU10271,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales,Fungi;Ascomycota;Sordariomycetes;Sordariales;uncl_Sordariales;uncl_Sordariales;uncl_Sordariales
OTU10273,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
OTU10274,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU1028,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,uncl_Capnodiaceae,uncl_Capnodiaceae,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Capnodiaceae;uncl_Capnodiaceae;uncl_Capnodiaceae
OTU10281,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,uncl_Psathyrellaceae,uncl_Psathyrellaceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;uncl_Psathyrellaceae;uncl_Psathyrellaceae
OTU10283,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Hoehnelomycetaceae,Atractiella,Atractiella_rhizophila,Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Hoehnelomycetaceae;Atractiella;Atractiella_rhizophila
OTU10285,Fungi,Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,Fungi;Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota
OTU10286,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,Fungi;Ascomycota;Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes
OTU10288,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces_aphidis,Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces_aphidis
OTU10289,Fungi,Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,Fungi;Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota
OTU10290,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
OTU10291,Fungi,Basidiomycota,Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,Fungi;Basidiomycota;Agaricomycetes;uncl_Agaricomycetes;uncl_Agaricomycetes;uncl_Agaricomycetes;uncl_Agaricomycetes
OTU10292,Fungi,Basidiomycota,Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,Fungi;Basidiomycota;Agaricomycetes;uncl_Agaricomycetes;uncl_Agaricomycetes;uncl_Agaricomycetes;uncl_Agaricomycetes
OTU10293,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,uncl_Diaporthaceae,uncl_Diaporthaceae,Fungi;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;uncl_Diaporthaceae;uncl_Diaporthaceae
OTU10294,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,uncl_Glomeraceae,uncl_Glomeraceae,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;uncl_Glomeraceae;uncl_Glomeraceae
OTU10295,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU10297,Fungi,Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,Fungi;Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota
OTU10298,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,Fungi;Ascomycota;Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes
OTU10299,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
OTU103,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU1030,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU10300,Fungi,Ascomycota,Pezizomycetes,uncl_Pezizomycetes,uncl_Pezizomycetes,uncl_Pezizomycetes,uncl_Pezizomycetes,Fungi;Ascomycota;Pezizomycetes;uncl_Pezizomycetes;uncl_Pezizomycetes;uncl_Pezizomycetes;uncl_Pezizomycetes
OTU10307,Fungi,Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,Fungi;Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota
OTU10309,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,uncl_Chaetomiaceae,uncl_Chaetomiaceae,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;uncl_Chaetomiaceae;uncl_Chaetomiaceae
OTU1031,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales,Fungi;Ascomycota;Sordariomycetes;Sordariales;uncl_Sordariales;uncl_Sordariales;uncl_Sordariales
OTU10312,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
OTU10313,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,uncl_Spizellomycetales,uncl_Spizellomycetales,uncl_Spizellomycetales,Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;uncl_Spizellomycetales;uncl_Spizellomycetales;uncl_Spizellomycetales
OTU10314,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Diplogelasinospora,Diplogelasinospora_grovesii,Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Diplogelasinospora;Diplogelasinospora_grovesii
OTU10316,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Cystoagaricus,uncl_Cystoagaricus,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Cystoagaricus;uncl_Cystoagaricus
OTU1032,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU10321,Fungi,Cryptomycota,uncl_Cryptomycota,uncl_Cryptomycota,uncl_Cryptomycota,uncl_Cryptomycota,uncl_Cryptomycota,Fungi;Cryptomycota;uncl_Cryptomycota;uncl_Cryptomycota;uncl_Cryptomycota;uncl_Cryptomycota;uncl_Cryptomycota
OTU10324,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,uncl_Sebacinales,uncl_Sebacinales,uncl_Sebacinales,Fungi;Basidiomycota;Agaricomycetes;Sebacinales;uncl_Sebacinales;uncl_Sebacinales;uncl_Sebacinales
OTU10328,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,uncl_Myrmecridiales,uncl_Myrmecridiales,uncl_Myrmecridiales,Fungi;Ascomycota;Sordariomycetes;Myrmecridiales;uncl_Myrmecridiales;uncl_Myrmecridiales;uncl_Myrmecridiales
OTU1033,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Poaceascoma,uncl_Poaceascoma,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Lentitheciaceae;Poaceascoma;uncl_Poaceascoma
OTU10333,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU10335,Fungi,Ascomycota,Pezizomycetes,uncl_Pezizomycetes,uncl_Pezizomycetes,uncl_Pezizomycetes,uncl_Pezizomycetes,Fungi;Ascomycota;Pezizomycetes;uncl_Pezizomycetes;uncl_Pezizomycetes;uncl_Pezizomycetes;uncl_Pezizomycetes
OTU10337,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,uncl_Serendipitaceae,uncl_Serendipitaceae,Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;uncl_Serendipitaceae;uncl_Serendipitaceae
OTU10339,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,uncl_Coprinus,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Coprinus;uncl_Coprinus
OTU1034,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,uncl_Sebacina,Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Sebacina;uncl_Sebacina
OTU10341,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,uncl_Auriculariales,uncl_Auriculariales,uncl_Auriculariales,Fungi;Basidiomycota;Agaricomycetes;Auriculariales;uncl_Auriculariales;uncl_Auriculariales;uncl_Auriculariales
OTU10343,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU10347,Fungi,Ascomycota,Sordariomycetes,Xylariales,uncl_Xylariales,uncl_Xylariales,uncl_Xylariales,Fungi;Ascomycota;Sordariomycetes;Xylariales;uncl_Xylariales;uncl_Xylariales;uncl_Xylariales
OTU10348,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,uncl_Chaetomiaceae,uncl_Chaetomiaceae,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;uncl_Chaetomiaceae;uncl_Chaetomiaceae
OTU10350,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,uncl_Herpotrichiellaceae,uncl_Herpotrichiellaceae,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;uncl_Herpotrichiellaceae;uncl_Herpotrichiellaceae
OTU10353,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,uncl_Magnaporthaceae,uncl_Magnaporthaceae,Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;uncl_Magnaporthaceae;uncl_Magnaporthaceae
OTU10354,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU10355,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,uncl_Fusarium,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;uncl_Fusarium
OTU10358,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Absidia,Absidia_glauca,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Cunninghamellaceae;Absidia;Absidia_glauca
OTU10360,Fungi,Ascomycota,Dothideomycetes,Minutisphaerales,Minutisphaeraceae,Minutisphaera,uncl_Minutisphaera,Fungi;Ascomycota;Dothideomycetes;Minutisphaerales;Minutisphaeraceae;Minutisphaera;uncl_Minutisphaera
OTU10361,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU10363,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,uncl_Pezizaceae,uncl_Pezizaceae,Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;uncl_Pezizaceae;uncl_Pezizaceae
OTU10364,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,uncl_Rhizophydiales,uncl_Rhizophydiales,uncl_Rhizophydiales,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;uncl_Rhizophydiales;uncl_Rhizophydiales;uncl_Rhizophydiales
OTU10365,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU10370,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,uncl_Kamienskia,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Kamienskia;uncl_Kamienskia
OTU10373,Fungi,Chytridiomycota,uncl_Chytridiomycota,uncl_Chytridiomycota,uncl_Chytridiomycota,uncl_Chytridiomycota,uncl_Chytridiomycota,Fungi;Chytridiomycota;uncl_Chytridiomycota;uncl_Chytridiomycota;uncl_Chytridiomycota;uncl_Chytridiomycota;uncl_Chytridiomycota
OTU10374,Fungi,Cryptomycota,Rozellomycotina_cls_Incertae_sedis,uncl_Rozellomycotina_cls_Incertae_sedis,uncl_Rozellomycotina_cls_Incertae_sedis,uncl_Rozellomycotina_cls_Incertae_sedis,uncl_Rozellomycotina_cls_Incertae_sedis,Fungi;Cryptomycota;Rozellomycotina_cls_Incertae_sedis;uncl_Rozellomycotina_cls_Incertae_sedis;uncl_Rozellomycotina_cls_Incertae_sedis;uncl_Rozellomycotina_cls_Incertae_sedis;uncl_Rozellomycotina_cls_Incertae_sedis
OTU10376,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,uncl_Trechispora,Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;uncl_Trechispora
OTU10378,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,uncl_Filobasidiales,uncl_Filobasidiales,uncl_Filobasidiales,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;uncl_Filobasidiales;uncl_Filobasidiales;uncl_Filobasidiales
OTU10381,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,Fungi;Ascomycota;Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes
OTU10382,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,uncl_Papiliotrema,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Rhynchogastremataceae;Papiliotrema;uncl_Papiliotrema
OTU10383,Fungi,Basidiomycota,Agaricomycetes,Polyporales,uncl_Polyporales,uncl_Polyporales,uncl_Polyporales,Fungi;Basidiomycota;Agaricomycetes;Polyporales;uncl_Polyporales;uncl_Polyporales;uncl_Polyporales
OTU10386,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,uncl_Mycenaceae,uncl_Mycenaceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;uncl_Mycenaceae;uncl_Mycenaceae
OTU10388,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,uncl_Geoglossales,uncl_Geoglossales,uncl_Geoglossales,Fungi;Ascomycota;Geoglossomycetes;Geoglossales;uncl_Geoglossales;uncl_Geoglossales;uncl_Geoglossales
OTU10389,Fungi,Basidiomycota,Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,Fungi;Basidiomycota;Agaricomycetes;uncl_Agaricomycetes;uncl_Agaricomycetes;uncl_Agaricomycetes;uncl_Agaricomycetes
OTU10390,Fungi,Ascomycota,Dothideomycetes,Capnodiales,uncl_Capnodiales,uncl_Capnodiales,uncl_Capnodiales,Fungi;Ascomycota;Dothideomycetes;Capnodiales;uncl_Capnodiales;uncl_Capnodiales;uncl_Capnodiales
OTU10391,Fungi,Ascomycota,Orbiliomycetes,uncl_Orbiliomycetes,uncl_Orbiliomycetes,uncl_Orbiliomycetes,uncl_Orbiliomycetes,Fungi;Ascomycota;Orbiliomycetes;uncl_Orbiliomycetes;uncl_Orbiliomycetes;uncl_Orbiliomycetes;uncl_Orbiliomycetes
OTU10392,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,uncl_Fusarium,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;uncl_Fusarium
OTU10396,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,uncl_Phallus,Fungi;Basidiomycota;Agaricomycetes;Phallales;Phallaceae;Phallus;uncl_Phallus
OTU10398,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
